,Unnamed: 0,rank_order,rank,name,Overall Score,scores_overall_rank,Teaching Score,scores_teaching_rank,International Outlook Score,scores_international_outlook_rank,Industry Income Score,scores_industry_income_rank,Research Score,scores_research_rank,Citations Score,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited,year
1918,54,550,54,Kyoto University,70.3,550,77.9,24,37.8,889,74.6,141,79.9,32,60.8,532,Japan,Kyoto University,"Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Chemistry,Agriculture & Forestry,Education,Other Health,Civil Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Psychology,Law,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Geography,Architecture,Sport Science,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False,2021
1919,55,560,56,Chinese University of Hong Kong,70.1,560,55.7,76,98.3,11,58.6,268,59.1,82,89.4,145,Hong Kong,Chinese University of Hong Kong CUHK,"General Engineering,Education,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Geography,Accounting & Finance,Other Health,Medicine & Dentistry,Economics & Econometrics,Psychology,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Business & Management,Art, Performing Arts & Design,Law,Computer Science,Biological Sciences",False,False,2021
1920,56,570,56,The Hong Kong University of Science and Technology,70.1,570,52.1,94,97.4,16,63.6,229,63.0,67,88.9,152,Hong Kong,The Hong Kong University of Science and Technology hkust,"Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Mechanical & Aerospace Engineering,General Engineering,Biological Sciences,Business & Management,Education,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Physics & Astronomy",False,False,2021
1921,57,580,56,University of North Carolina at Chapel Hill,70.1,580,60.6,57,39.7,829,42.5,557,63.3,66,96.3,57,United States,University of North Carolina at Chapel Hill,"Law,Chemistry,Communication & Media Studies,Archaeology,Education,Accounting & Finance,Biological Sciences,Psychology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Sociology,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Business & Management,Architecture,Geography,Sport Science,Agriculture & Forestry,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Physics & Astronomy",False,False,2021
1922,58,590,59,Australian National University,69.8,590,48.5,113,96.2,25,43.0,530,68.3,52,88.4,155,Australia,Australian National University anu,"Geography,Other Health,Chemistry,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Law,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Agriculture & Forestry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Sociology,Communication & Media Studies,Business & Management,Civil Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Biological Sciences",False,False,2021
1923,59,600,60,Seoul National University,69.7,600,72.4,30,37.4,901,97.8,38,73.8,41,68.8,416,South Korea,Seoul National University,"Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Other Health,Education,General Engineering,Agriculture & Forestry,Architecture,Archaeology,Mathematics & Statistics,Computer Science,Geography,Chemical Engineering,Physics & Astronomy,Business & Management,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Sport Science,Chemistry",False,False,2021
1924,60,610,61,Brown University,69.5,610,62.4,52,62.3,387,36.1,969,56.6,92,94.0,93,United States,Brown University,"Chemistry,Archaeology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Psychology,Computer Science,Other Health,History, Philosophy & Theology,Sociology,Electrical & Electronic Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,Architecture,Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Education",False,False,2021
1925,61,620,62,The University of Queensland,69.4,620,54.3,83,93.0,66,81.0,113,61.0,74,85.9,192,Australia,The University of Queensland UQ UOQ,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",False,False,2021
1926,62,630,62,Wageningen University & Research,69.4,630,48.2,117,83.7,157,100.0,16,56.4,95,97.3,45,Netherlands,Wageningen University & Research,"Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Sociology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Agriculture & Forestry,Chemistry",False,False,2021
1927,63,640,64,"University of California, Davis",68.9,640,60.5,58,66.9,329,50.4,371,66.2,59,81.9,241,United States,"University of California, Davis","Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Business & Management,History, Philosophy & Theology,Psychology,General Engineering,Law,Civil Engineering,Geography,Physics & Astronomy,Chemistry,Sociology,Veterinary Science,Economics & Econometrics,Other Health,Biological Sciences,Computer Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics",False,False,2021
1928,64,650,64,Monash University,68.9,650,52.9,90,90.3,93,73.9,148,61.7,72,86.2,189,Australia,Monash University,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,2021
1929,65,660,66,University of Amsterdam,68.8,660,49.1,109,87.4,123,39.9,679,62.2,69,92.8,102,Netherlands,University of Amsterdam uva,"Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Business & Management,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Geography",False,False,2021
1930,66,670,67,UNSW Sydney,68.2,670,50.9,103,94.7,43,66.8,200,62.0,70,85.3,206,Australia,UNSW Sydney unsw australia unsw,"Sport Science,Chemistry,Electrical & Electronic Engineering,Psychology,Other Health,Biological Sciences,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Geography,History, Philosophy & Theology,Computer Science,Business & Management,Law,Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Education,Sociology",False,False,2021
1931,67,680,68,"University of California, Santa Barbara",67.9,680,45.8,140,70.0,301,81.8,111,59.6,81,96.7,51,United States,"University of California, Santa Barbara","Archaeology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Veterinary Science,Geography,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Chemistry,Agriculture & Forestry,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Sociology",False,False,2021
1932,68,690,69,McMaster University,67.5,690,46.7,129,83.8,155,99.5,25,53.1,109,95.8,67,Canada,McMaster University,"Accounting & Finance,Communication & Media Studies,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Biological Sciences,Archaeology,General Engineering,Chemistry,Computer Science,Mechanical & Aerospace Engineering,Other Health,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Business & Management,Sport Science,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",False,False,2021
1933,69,700,70,Fudan University,66.7,700,65.9,41,47.7,637,67.1,197,65.6,61,73.3,352,China,Fudan University,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",False,False,2021
1934,70,710,70,Leiden University,66.7,710,45.6,143,82.2,172,72.6,155,66.0,60,84.1,214,Netherlands,Leiden University,"Architecture,Medicine & Dentistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Law,Art, Performing Arts & Design,Communication & Media Studies,Chemistry,Mathematics & Statistics,Education,Archaeology,Psychology,Physics & Astronomy,Sociology,Biological Sciences,Other Health",False,False,2021
1935,71,720,72,Erasmus University Rotterdam,66.2,720,37.9,250,87.8,116,73.6,149,57.0,91,97.6,41,Netherlands,Erasmus University Rotterdam,"Psychology,Accounting & Finance,Sociology,Art, Performing Arts & Design,Other Health,Law,Communication & Media Studies,History, Philosophy & Theology,Education,Medicine & Dentistry,Business & Management,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics",False,False,2021
1936,72,730,73,University of Montreal,65.6,730,51.1,102,84.3,150,78.3,128,52.6,110,87.4,169,Canada,University of Montreal Université de Montréal Universite de Montreal,"General Engineering,Medicine & Dentistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Archaeology,History, Philosophy & Theology,Sociology,Accounting & Finance,Biological Sciences,Communication & Media Studies,Architecture,Mathematics & Statistics,Chemical Engineering,Chemistry,Law,Veterinary Science,Sport Science,Geography,Education,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Psychology,Computer Science,Other Health",False,False,2021
1937,73,740,73,University of Zurich,65.6,740,50.1,106,92.1,80,64.1,225,50.4,121,89.8,142,Switzerland,University of Zurich,"Archaeology,Biological Sciences,Sociology,Art, Performing Arts & Design,Law,Communication & Media Studies,Computer Science,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Veterinary Science,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Geography,Business & Management,Education,Politics & International Studies (incl Development Studies)",False,False,2021
1938,74,750,75,Charité - Universitätsmedizin Berlin,65.4,750,48.3,115,66.6,335,92.1,68,48.0,140,97.4,43,Germany,Charité - Universitätsmedizin Berlin,"Other Health,Medicine & Dentistry",False,False,2021
1939,75,760,75,Utrecht University,65.4,760,43.0,171,74.1,253,65.7,210,61.1,73,89.9,141,Netherlands,Utrecht University utrecht  utrecht university,"Chemistry,Geography,Law,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance,Business & Management,Sociology,Communication & Media Studies,Medicine & Dentistry,Other Health,Physics & Astronomy,Veterinary Science,Art, Performing Arts & Design",False,False,2021
1940,76,770,77,University of Warwick,65.3,770,46.7,131,94.0,55,41.6,601,53.8,106,90.1,135,United Kingdom,University of Warwick,"Sociology,Geography,Chemistry,Accounting & Finance,Medicine & Dentistry,Psychology,Law,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Education,Mathematics & Statistics,General Engineering,Other Health,Physics & Astronomy,Civil Engineering,History, Philosophy & Theology,Business & Management,Biological Sciences,Communication & Media Studies",False,False,2021
1941,77,780,78,Delft University of Technology,65.2,780,54.4,82,92.8,68,98.9,31,71.6,49,60.0,541,Netherlands,Delft University of Technology,"Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Other Health,Geography,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Communication & Media Studies,Business & Management,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design",False,False,2021
1942,78,790,78,University of Tübingen,65.2,790,53.3,88,64.3,364,77.1,133,59.7,80,81.9,242,Germany,University of Tübingen,"History, Philosophy & Theology,Education,Sociology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Medicine & Dentistry,Sport Science,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Computer Science,Geography,Physics & Astronomy,Biological Sciences,Other Health,Mathematics & Statistics,Accounting & Finance,Chemistry,Business & Management,Law,Psychology",False,False,2021
1943,79,800,80,University of Groningen,65.1,800,41.2,190,85.1,146,69.8,179,56.2,96,92.6,104,Netherlands,University of Groningen,"General Engineering,Accounting & Finance,Chemical Engineering,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Geography,Archaeology,Law,Business & Management,Computer Science,Medicine & Dentistry,Mathematics & Statistics,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Communication & Media Studies,Chemistry,Politics & International Studies (incl Development Studies)",False,False,2021
1944,80,810,80,Humboldt University of Berlin,65.1,810,60.6,56,68.3,316,37.6,832,67.8,54,68.3,428,Germany,Humboldt University of Berlin,"Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Agriculture & Forestry,Medicine & Dentistry,Psychology,Sociology,Languages, Literature & Linguistics,Chemistry,Law,Business & Management,Accounting & Finance,Communication & Media Studies,Sport Science,Archaeology",False,False,2021
1945,81,820,80,Ohio State University (Main campus),65.1,820,55.6,78,60.1,416,53.3,333,54.2,102,87.9,162,United States,Ohio State University (Main campus),"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Civil Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Architecture,Computer Science,Veterinary Science,Business & Management,Law,Archaeology,Sociology",False,False,2021
1946,82,830,83,University of Freiburg,64.7,830,48.4,114,77.8,217,100.0,3,52.2,112,87.3,172,Germany,University of Freiburg,"Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Medicine & Dentistry,Geography,Sport Science,Economics & Econometrics,Agriculture & Forestry,Languages, Literature & Linguistics,Law,Computer Science,Biological Sciences,Archaeology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Education,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Communication & Media Studies,Accounting & Finance,Chemical Engineering,Psychology",False,False,2021
1947,83,840,84,University of Copenhagen,63.8,840,49.3,108,86.4,138,50.5,367,47.3,146,90.4,131,Denmark,University of Copenhagen,"Languages, Literature & Linguistics,Sociology,Chemistry,History, Philosophy & Theology,Law,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Geography,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Archaeology,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Psychology",False,False,2021
1948,84,850,85,Emory University,63.7,850,53.9,85,59.2,436,46.7,424,41.1,208,98.7,30,United States,Emory University,"Law,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Business & Management,Chemistry,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,General Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",False,False,2021
1949,85,860,85,University of Minnesota,63.7,860,55.1,80,40.7,803,80.3,116,59.0,83,81.4,249,United States,University of Minnesota,"Veterinary Science,Business & Management,Psychology,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Mathematics & Statistics,Sociology,Agriculture & Forestry,Law,Biological Sciences,Chemistry,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Other Health,Accounting & Finance,Architecture,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",False,False,2021
1950,86,870,87,École Polytechnique,63.4,870,60.5,59,96.1,26,72.1,158,52.4,111,68.2,429,France,École Polytechnique,"Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Mathematics & Statistics,Civil Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Education,Computer Science,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics",False,False,2021
1951,87,880,87,University of Science and Technology of China,63.4,880,64.0,46,33.0,996,75.2,137,60.4,78,72.3,371,China,University of Science and Technology of China USTC China University of Science and Technology,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",False,False,2021
1952,88,890,87,Sorbonne University,63.4,890,63.2,50,68.5,312,36.9,892,54.5,101,73.5,351,France,Sorbonne University,"Geography,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Other Health,History, Philosophy & Theology,Communication & Media Studies,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,General Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Education,Chemistry,Business & Management,Chemical Engineering",False,False,2021
1953,89,900,90,"University of Maryland, College Park",63.1,900,47.4,122,42.9,758,38.9,732,58.8,85,90.2,133,United States,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False,2021
1954,90,910,91,University of Bristol,63.0,910,40.3,201,88.2,112,39.8,685,48.6,134,95.6,69,United Kingdom,University of Bristol,"Other Health,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Archaeology,Economics & Econometrics,Computer Science,Education,Psychology,Languages, Literature & Linguistics,Law,Sociology,History, Philosophy & Theology,Physics & Astronomy,Medicine & Dentistry,Civil Engineering,Chemistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Geography",False,False,2021
1955,91,920,92,University of Basel,62.9,920,44.0,160,97.2,18,99.7,23,41.4,199,91.7,113,Switzerland,University of Basel,"Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Economics & Econometrics,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Geography,Archaeology,Chemistry,Accounting & Finance,Education,Communication & Media Studies,Art, Performing Arts & Design,Law,Psychology,Medicine & Dentistry,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Physics & Astronomy",False,False,2021
1956,92,930,92,University of Glasgow,62.9,930,40.9,193,92.8,69,39.9,680,48.1,139,94.3,89,United Kingdom,University of Glasgow,"Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Biological Sciences,Archaeology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Law,Economics & Econometrics,General Engineering,Psychology,Medicine & Dentistry,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Veterinary Science,Geography,Architecture,Education,Languages, Literature & Linguistics,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Other Health,Sociology,Chemistry",False,False,2021
1957,93,940,94,Purdue University West Lafayette,62.5,940,57.1,72,71.5,286,69.9,178,65.5,63,62.0,518,United States,Purdue University West Lafayette,"Architecture,History, Philosophy & Theology,Sociology,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sport Science,Psychology,Law,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Veterinary Science,Accounting & Finance",False,False,2021
1958,94,950,94,Zhejiang University,62.5,950,65.9,42,65.1,355,100.0,18,65.6,62,52.3,648,China,Zhejiang University ZJU Zhejiang University China research,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,2021
1959,95,960,96,Korea Advanced Institute of Science and Technology (KAIST),62.4,960,64.4,44,36.6,918,100.0,6,68.1,53,57.9,573,South Korea,Korea Advanced Institute of Science and Technology (KAIST),"Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Accounting & Finance,Psychology,Sociology,Sport Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Electrical & Electronic Engineering,Economics & Econometrics,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Mechanical & Aerospace Engineering,Archaeology,Languages, Literature & Linguistics,General Engineering,Computer Science,Veterinary Science,Communication & Media Studies,Physics & Astronomy,Chemistry,Medicine & Dentistry",False,False,2021
1960,96,970,97,National Taiwan University (NTU),62.3,970,57.1,71,44.8,697,69.5,183,66.7,57,66.9,447,Taiwan,National Taiwan University (NTU),"Civil Engineering,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Architecture,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Sport Science",False,False,2021
1961,97,980,98,"University of California, Irvine",62.1,980,43.5,164,72.4,273,53.2,334,47.5,143,93.5,99,United States,"University of California, Irvine","Languages, Literature & Linguistics,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Civil Engineering,Business & Management,General Engineering,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Law,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology",False,False,2021
1962,98,990,98,University of Helsinki,62.1,990,42.7,175,56.1,484,37.0,875,58.3,89,88.9,151,Finland,University of Helsinki,"Biological Sciences,Languages, Literature & Linguistics,Chemistry,Sociology,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Law,Psychology,Economics & Econometrics,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Archaeology,Education,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences",False,False,2021
